flight_id,flight_number,aircraft_id,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,flight_status,created_at,updated_at
FL00610,AA6499,AC0022,FUN,BMW,2023-11-09 23:40:00,2023-11-10 09:40:00,2023-11-09 23:40:00,2023-11-10 09:40:00,On Time,2021-10-01,2022-05-20
FL00611,DL9265,AC0015,YQQ,OFX,2023-11-25 16:49:00,2023-11-25 22:49:00,2023-11-25 16:49:00,2023-11-25 22:49:00,Delayed,2021-10-08,2022-10-29
FL00612,DL6170,AC0021,GIS,EEF,2023-10-21 13:21:00,2023-10-21 23:21:00,2023-10-21 13:21:00,2023-10-21 23:21:00,On Time,2022-01-07,2022-07-13
FL00613,DL4830,AC0046,FJK,WUE,2023-06-06 18:32:00,2023-06-06 23:32:00,2023-06-06 18:32:00,2023-06-06 23:32:00,Delayed,2022-08-13,2022-03-30
FL00614,AA2530,AC0035,LTH,VXN,2023-05-26 03:50:00,2023-05-26 06:50:00,2023-05-26 03:50:00,2023-05-26 06:50:00,Delayed,2022-03-17,2022-02-13
FL00615,BA350,AC0027,YLS,AJF,2023-06-04 11:02:00,2023-06-04 20:02:00,2023-06-04 11:02:00,2023-06-04 20:02:00,Delayed,2022-07-28,2022-01-16
FL00616,DL9655,AC0011,YZY,MCQ,2023-09-10 12:35:00,2023-09-10 16:35:00,2023-09-10 12:35:00,2023-09-10 16:35:00,On Time,2022-07-01,2022-09-14
FL00617,UA3661,AC0027,GUE,TJS,2023-06-15 20:26:00,2023-06-16 04:26:00,2023-06-15 20:26:00,2023-06-16 04:26:00,Delayed,2021-09-14,2022-04-10
FL00618,UA957,AC0016,FWE,WTQ,2023-01-16 03:50:00,2023-01-16 15:50:00,2023-01-16 03:50:00,2023-01-16 15:50:00,On Time,2022-12-05,2022-11-06
FL00619,AA4959,AC0022,XIL,INO,2023-08-20 08:57:00,2023-08-20 16:57:00,2023-08-20 08:57:00,2023-08-20 16:57:00,On Time,2020-09-17,2022-06-22
FL00620,DL8729,AC0036,MKO,AJF,2023-11-18 02:28:00,2023-11-18 03:28:00,2023-11-18 02:28:00,2023-11-18 03:28:00,On Time,2020-02-24,2022-07-05
FL00621,LH3381,AC0029,RYZ,XYK,2023-06-23 21:59:00,2023-06-24 07:59:00,2023-06-23 21:59:00,2023-06-24 07:59:00,Delayed,2021-01-15,2022-08-19
FL00622,AA8531,AC0038,RYZ,EXJ,2023-03-14 14:15:00,2023-03-15 01:15:00,2023-03-14 14:15:00,2023-03-15 01:15:00,On Time,2020-08-17,2022-11-24
FL00623,UA4850,AC0010,UIA,IPW,2023-05-16 16:37:00,2023-05-16 20:37:00,2023-05-16 16:37:00,2023-05-16 20:37:00,Delayed,2021-10-30,2022-06-10
FL00624,AA6173,AC0029,MZY,LTH,2023-09-21 11:20:00,2023-09-21 14:20:00,2023-09-21 11:20:00,2023-09-21 14:20:00,On Time,2021-08-07,2022-12-05
FL00625,BA4058,AC0050,OFX,IPW,2023-07-27 17:52:00,2023-07-28 00:52:00,2023-07-27 17:52:00,2023-07-28 00:52:00,Delayed,2022-04-28,2022-05-11
FL00626,UA379,AC0030,MKO,YQQ,2023-09-21 02:42:00,2023-09-21 07:42:00,2023-09-21 02:42:00,2023-09-21 07:42:00,On Time,2020-01-27,2022-07-11
FL00627,DL3466,AC0026,TJS,MZY,2023-03-24 21:17:00,2023-03-25 05:17:00,2023-03-24 21:17:00,2023-03-25 05:17:00,On Time,2020-06-29,2022-06-28
FL00628,LH9418,AC0042,JEE,WTQ,2023-01-15 22:46:00,2023-01-16 05:46:00,2023-01-15 22:46:00,2023-01-16 05:46:00,Delayed,2020-02-27,2022-03-11
FL00629,DL2437,AC0032,WTQ,XIL,2023-06-01 06:03:00,2023-06-01 10:03:00,2023-06-01 06:03:00,2023-06-01 10:03:00,On Time,2021-10-09,2022-04-15
FL00630,UA2898,AC0026,MCQ,BMW,2023-12-10 14:18:00,2023-12-10 20:18:00,2023-12-10 14:18:00,2023-12-10 20:18:00,On Time,2021-12-03,2022-05-10
FL00631,BA4036,AC0048,BRC,RYZ,2023-03-08 23:35:00,2023-03-09 06:35:00,2023-03-08 23:35:00,2023-03-09 06:35:00,On Time,2020-11-21,2022-10-11
FL00632,UA2407,AC0019,YXX,INO,2023-01-08 18:35:00,2023-01-09 05:35:00,2023-01-08 18:35:00,2023-01-09 05:35:00,Delayed,2020-02-02,2022-05-14
FL00633,DL6137,AC0041,EEF,DZJ,2023-05-11 11:31:00,2023-05-11 21:31:00,,,Cancelled,2021-12-21,2022-10-29
FL00634,AA5703,AC0036,UPD,RYZ,2023-11-28 09:50:00,2023-11-28 16:50:00,2023-11-28 09:50:00,2023-11-28 16:50:00,On Time,2020-08-27,2022-08-06
FL00635,DL5127,AC0041,DZJ,BRC,2023-05-20 12:28:00,2023-05-20 15:28:00,,,Cancelled,2021-08-10,2022-01-11
FL00636,AA7584,AC0017,YXX,MZY,2023-04-12 12:08:00,2023-04-12 13:08:00,,,Cancelled,2020-10-27,2022-12-14
FL00637,DL5708,AC0044,FJK,TJS,2023-03-25 10:12:00,2023-03-25 18:12:00,2023-03-25 10:12:00,2023-03-25 18:12:00,On Time,2020-01-30,2022-08-21
FL00638,DL1336,AC0047,BHO,JEE,2023-09-23 21:18:00,2023-09-24 07:18:00,2023-09-23 21:18:00,2023-09-24 07:18:00,Delayed,2021-02-10,2022-01-03
FL00639,BA8015,AC0040,YXX,MZY,2023-07-15 17:08:00,2023-07-16 05:08:00,2023-07-15 17:08:00,2023-07-16 05:08:00,Delayed,2022-12-31,2022-04-30
FL00640,DL9385,AC0017,NAN,JEE,2023-01-31 17:52:00,2023-02-01 02:52:00,2023-01-31 17:52:00,2023-02-01 02:52:00,Delayed,2022-01-12,2022-04-03
FL00641,DL7153,AC0028,YQQ,OFX,2023-09-27 06:46:00,2023-09-27 07:46:00,2023-09-27 06:46:00,2023-09-27 07:46:00,On Time,2021-12-08,2022-12-08
FL00642,LH3574,AC0013,AGZ,IPW,2023-11-15 21:19:00,2023-11-16 03:19:00,2023-11-15 21:19:00,2023-11-16 03:19:00,On Time,2021-09-01,2022-03-19
FL00643,AA871,AC0001,YWA,MHM,2023-06-06 23:44:00,2023-06-07 00:44:00,2023-06-06 23:44:00,2023-06-07 00:44:00,Delayed,2022-05-06,2022-02-09
FL00644,AA9367,AC0033,WUE,MHM,2023-09-30 13:41:00,2023-09-30 23:41:00,2023-09-30 13:41:00,2023-09-30 23:41:00,On Time,2022-01-12,2022-11-29
FL00645,DL7248,AC0010,VRJ,WTQ,2023-06-12 13:37:00,2023-06-12 23:37:00,2023-06-12 13:37:00,2023-06-12 23:37:00,Delayed,2021-10-22,2022-07-25
FL00646,UA460,AC0019,LTH,YZY,2023-11-16 05:12:00,2023-11-16 10:12:00,2023-11-16 05:12:00,2023-11-16 10:12:00,On Time,2020-10-13,2022-10-17
FL00647,DL9806,AC0016,YZY,BRC,2023-05-18 03:30:00,2023-05-18 05:30:00,2023-05-18 03:30:00,2023-05-18 05:30:00,Delayed,2021-04-20,2022-11-06
FL00648,AA3064,AC0050,ZBQ,BRC,2023-02-08 01:40:00,2023-02-08 03:40:00,2023-02-08 01:40:00,2023-02-08 03:40:00,Delayed,2021-01-04,2022-10-09
FL00649,AA5942,AC0035,UIA,DZJ,2023-10-20 12:49:00,2023-10-20 13:49:00,2023-10-20 12:49:00,2023-10-20 13:49:00,On Time,2020-08-14,2022-03-03
FL00650,AA6996,AC0037,VXN,DZJ,2023-04-09 04:01:00,2023-04-09 08:01:00,2023-04-09 04:01:00,2023-04-09 08:01:00,On Time,2020-11-13,2022-03-15
FL00651,UA3966,AC0020,VXN,HZP,2023-04-18 19:38:00,2023-04-19 02:38:00,2023-04-18 19:38:00,2023-04-19 02:38:00,Delayed,2020-10-15,2022-01-11
FL00652,BA4337,AC0040,HZP,JEE,2023-06-10 21:03:00,2023-06-11 01:03:00,2023-06-10 21:03:00,2023-06-11 01:03:00,Delayed,2020-07-26,2022-11-05
FL00653,LH6695,AC0037,JMW,BHO,2023-07-09 00:11:00,2023-07-09 11:11:00,,,Cancelled,2020-11-12,2022-11-29
FL00654,UA1283,AC0048,FWE,VKZ,2023-07-19 11:50:00,2023-07-19 21:50:00,,,Cancelled,2022-01-25,2022-06-10
FL00655,DL1150,AC0033,NPC,BMW,2023-06-18 15:18:00,2023-06-19 00:18:00,,,Cancelled,2022-08-12,2022-02-10
FL00656,UA5419,AC0043,DZJ,YLS,2023-04-19 00:45:00,2023-04-19 05:45:00,,,Cancelled,2020-11-20,2022-12-26
FL00657,BA8914,AC0011,GIS,DWY,2023-06-17 13:57:00,2023-06-17 22:57:00,,,Cancelled,2021-10-04,2022-07-23
FL00658,AA5174,AC0029,FUN,OFX,2023-02-10 13:00:00,2023-02-11 01:00:00,2023-02-10 13:00:00,2023-02-11 01:00:00,Delayed,2021-08-01,2022-07-23
FL00659,LH8263,AC0002,EEF,MCQ,2023-07-28 13:28:00,2023-07-28 17:28:00,2023-07-28 13:28:00,2023-07-28 17:28:00,Delayed,2020-04-08,2022-01-06
FL00660,UA1685,AC0046,JEE,SYI,2023-02-28 05:53:00,2023-02-28 14:53:00,2023-02-28 05:53:00,2023-02-28 14:53:00,Delayed,2022-04-05,2022-02-17
FL00661,LH3166,AC0042,VRJ,DWY,2023-09-14 04:40:00,2023-09-14 15:40:00,,,Cancelled,2020-02-26,2023-01-01
FL00662,DL7755,AC0050,PFA,WUE,2023-01-23 13:34:00,2023-01-24 01:34:00,2023-01-23 13:34:00,2023-01-24 01:34:00,On Time,2022-09-14,2022-02-15
FL00663,AA687,AC0049,DZJ,BMW,2023-05-27 10:43:00,2023-05-27 19:43:00,,,Cancelled,2020-06-04,2022-06-01
FL00664,UA1084,AC0028,NPC,EEF,2023-08-31 10:18:00,2023-08-31 13:18:00,2023-08-31 10:18:00,2023-08-31 13:18:00,Delayed,2020-05-02,2022-11-17
FL00665,UA2920,AC0044,FJK,XYK,2023-02-07 03:51:00,2023-02-07 12:51:00,2023-02-07 03:51:00,2023-02-07 12:51:00,Delayed,2022-05-16,2022-09-29
FL00666,AA8394,AC0020,IPW,DWY,2023-02-01 21:17:00,2023-02-02 04:17:00,2023-02-01 21:17:00,2023-02-02 04:17:00,On Time,2020-12-10,2022-07-10
FL00667,BA7439,AC0046,DWY,GUE,2023-05-15 04:39:00,2023-05-15 06:39:00,,,Cancelled,2020-01-12,2022-09-04
FL00668,AA888,AC0030,VXN,INO,2023-05-23 06:04:00,2023-05-23 09:04:00,2023-05-23 06:04:00,2023-05-23 09:04:00,On Time,2022-07-05,2022-06-13
FL00669,AA8984,AC0036,MHM,XIL,2023-03-02 17:43:00,2023-03-03 02:43:00,,,Cancelled,2020-09-11,2022-02-24
FL00670,BA3354,AC0030,VXN,MCQ,2023-04-10 10:31:00,2023-04-10 12:31:00,,,Cancelled,2022-01-02,2022-04-03
FL00671,UA7760,AC0050,FUN,YQQ,2023-06-16 20:07:00,2023-06-16 21:07:00,2023-06-16 20:07:00,2023-06-16 21:07:00,Delayed,2021-07-29,2022-05-26
FL00672,DL9100,AC0033,HZP,MCQ,2023-11-02 17:07:00,2023-11-02 21:07:00,2023-11-02 17:07:00,2023-11-02 21:07:00,On Time,2022-11-19,2022-03-23
FL00673,DL7424,AC0020,WTQ,MHM,2023-02-27 01:14:00,2023-02-27 06:14:00,,,Cancelled,2020-03-16,2022-10-16
FL00674,UA6103,AC0004,VRJ,FUN,2023-04-21 12:27:00,2023-04-21 15:27:00,2023-04-21 12:27:00,2023-04-21 15:27:00,On Time,2021-09-01,2022-06-04
FL00675,UA4629,AC0020,CZS,FJK,2023-05-01 05:28:00,2023-05-01 15:28:00,2023-05-01 05:28:00,2023-05-01 15:28:00,Delayed,2022-07-23,2022-09-18
FL00676,AA4342,AC0024,DWY,EGA,2023-05-09 06:56:00,2023-05-09 18:56:00,2023-05-09 06:56:00,2023-05-09 18:56:00,On Time,2020-09-07,2022-02-06
FL00677,LH6655,AC0026,MHM,AGZ,2023-07-28 03:26:00,2023-07-28 12:26:00,2023-07-28 03:26:00,2023-07-28 12:26:00,Delayed,2020-04-21,2022-08-12
FL00678,UA1415,AC0005,ZBQ,JMW,2023-06-10 15:36:00,2023-06-10 20:36:00,2023-06-10 15:36:00,2023-06-10 20:36:00,Delayed,2021-10-30,2022-03-31
FL00679,AA3270,AC0005,CZS,MKO,2023-01-26 01:23:00,2023-01-26 07:23:00,2023-01-26 01:23:00,2023-01-26 07:23:00,On Time,2021-11-08,2022-07-22
FL00680,DL5348,AC0010,MCQ,EXJ,2023-04-22 19:20:00,2023-04-23 01:20:00,2023-04-22 19:20:00,2023-04-23 01:20:00,On Time,2020-08-14,2022-12-29
FL00681,UA5726,AC0039,VRJ,VXN,2023-03-11 22:55:00,2023-03-12 06:55:00,2023-03-11 22:55:00,2023-03-12 06:55:00,On Time,2021-05-13,2022-12-22
FL00682,UA9561,AC0013,AJF,ZBQ,2023-02-03 12:47:00,2023-02-03 17:47:00,2023-02-03 12:47:00,2023-02-03 17:47:00,Delayed,2022-06-06,2022-10-12
FL00683,UA4307,AC0042,ZBQ,VKZ,2023-12-27 14:18:00,2023-12-27 15:18:00,2023-12-27 14:18:00,2023-12-27 15:18:00,Delayed,2020-03-17,2022-01-23
FL00684,LH6182,AC0046,YWA,BMW,2023-12-26 10:08:00,2023-12-26 22:08:00,2023-12-26 10:08:00,2023-12-26 22:08:00,On Time,2021-05-14,2022-06-17
FL00685,AA9004,AC0005,LTH,VXN,2023-07-13 06:36:00,2023-07-13 10:36:00,2023-07-13 06:36:00,2023-07-13 10:36:00,Delayed,2020-01-02,2022-07-19
FL00686,LH5935,AC0016,AJF,YLS,2023-10-11 06:31:00,2023-10-11 08:31:00,2023-10-11 06:31:00,2023-10-11 08:31:00,Delayed,2021-01-28,2022-04-19
FL00687,DL1253,AC0034,YWA,NRQ,2023-01-01 08:47:00,2023-01-01 14:47:00,2023-01-01 08:47:00,2023-01-01 14:47:00,Delayed,2021-04-26,2022-04-23
FL00688,AA3614,AC0027,AGZ,FJK,2023-04-13 23:08:00,2023-04-14 02:08:00,2023-04-13 23:08:00,2023-04-14 02:08:00,Delayed,2020-11-24,2022-07-31
FL00689,BA2347,AC0033,MCQ,FJK,2023-07-24 15:51:00,2023-07-24 18:51:00,2023-07-24 15:51:00,2023-07-24 18:51:00,Delayed,2022-07-24,2022-05-19
FL00690,DL4972,AC0018,VRJ,ZBQ,2023-11-17 12:48:00,2023-11-17 16:48:00,2023-11-17 12:48:00,2023-11-17 16:48:00,Delayed,2022-09-09,2022-06-24
FL00691,DL8327,AC0044,UIA,XIL,2023-03-08 06:16:00,2023-03-08 08:16:00,2023-03-08 06:16:00,2023-03-08 08:16:00,On Time,2022-03-20,2022-09-01
FL00692,LH3054,AC0009,EGA,MCQ,2023-10-19 13:37:00,2023-10-19 16:37:00,2023-10-19 13:37:00,2023-10-19 16:37:00,Delayed,2021-04-24,2022-04-29
FL00693,AA9348,AC0002,HZP,UPD,2023-12-18 07:08:00,2023-12-18 14:08:00,2023-12-18 07:08:00,2023-12-18 14:08:00,Delayed,2021-04-01,2022-11-10
FL00694,UA5131,AC0023,UIA,NPC,2023-09-24 02:34:00,2023-09-24 04:34:00,2023-09-24 02:34:00,2023-09-24 04:34:00,Delayed,2020-06-02,2022-11-09
FL00695,BA8337,AC0019,DZJ,EGA,2023-08-18 23:58:00,2023-08-19 00:58:00,,,Cancelled,2020-04-13,2022-11-27
FL00696,DL6853,AC0008,FWE,IPW,2023-09-27 11:43:00,2023-09-27 16:43:00,2023-09-27 11:43:00,2023-09-27 16:43:00,On Time,2020-07-05,2022-07-28
FL00697,UA2847,AC0030,IPW,FWE,2023-04-01 02:25:00,2023-04-01 12:25:00,2023-04-01 02:25:00,2023-04-01 12:25:00,On Time,2020-06-27,2022-05-03
FL00698,AA6122,AC0024,EEF,BMW,2023-02-24 04:30:00,2023-02-24 13:30:00,2023-02-24 04:30:00,2023-02-24 13:30:00,Delayed,2022-03-20,2022-12-14
FL00699,BA608,AC0022,FJK,MHM,2023-07-21 13:16:00,2023-07-21 19:16:00,2023-07-21 13:16:00,2023-07-21 19:16:00,On Time,2022-10-14,2022-09-16
FL00700,UA5035,AC0013,MHM,FJK,2023-01-28 18:47:00,2023-01-29 05:47:00,2023-01-28 18:47:00,2023-01-29 05:47:00,On Time,2022-01-26,2022-08-22
FL00701,UA1104,AC0002,TJS,HZP,2023-05-26 15:04:00,2023-05-26 19:04:00,,,Cancelled,2020-05-30,2022-02-12
FL00702,BA9453,AC0023,JEE,VRJ,2023-11-06 15:11:00,2023-11-07 02:11:00,2023-11-06 15:11:00,2023-11-07 02:11:00,Delayed,2021-05-18,2022-03-20
FL00703,LH7350,AC0024,MZY,TJS,2023-05-12 15:27:00,2023-05-13 00:27:00,2023-05-12 15:27:00,2023-05-13 00:27:00,On Time,2020-11-22,2022-09-03
FL00704,AA359,AC0020,JMW,WUE,2023-01-21 15:08:00,2023-01-21 17:08:00,,,Cancelled,2021-12-04,2022-12-21
FL00705,UA3363,AC0018,BMW,MCQ,2023-01-29 18:10:00,2023-01-30 05:10:00,2023-01-29 18:10:00,2023-01-30 05:10:00,On Time,2022-03-05,2022-08-20
FL00706,AA9481,AC0045,FJK,VXN,2023-10-18 04:04:00,2023-10-18 05:04:00,2023-10-18 04:04:00,2023-10-18 05:04:00,Delayed,2021-10-10,2022-04-03
FL00707,LH5053,AC0044,JMW,XYK,2023-04-07 15:33:00,2023-04-07 19:33:00,2023-04-07 15:33:00,2023-04-07 19:33:00,Delayed,2020-12-06,2022-09-19
FL00708,AA873,AC0002,RYZ,VRJ,2023-09-14 07:23:00,2023-09-14 09:23:00,2023-09-14 07:23:00,2023-09-14 09:23:00,On Time,2020-01-29,2022-10-03
FL00709,UA1651,AC0017,XYK,WTQ,2023-01-11 11:11:00,2023-01-11 21:11:00,2023-01-11 11:11:00,2023-01-11 21:11:00,On Time,2022-04-11,2022-08-02
FL00710,LH1511,AC0005,UIA,YXX,2023-01-22 06:37:00,2023-01-22 14:37:00,2023-01-22 06:37:00,2023-01-22 14:37:00,On Time,2021-02-03,2022-04-03
FL00711,LH161,AC0028,FWE,NRQ,2023-08-20 12:58:00,2023-08-20 19:58:00,2023-08-20 12:58:00,2023-08-20 19:58:00,Delayed,2021-11-05,2022-08-07
FL00712,DL5520,AC0047,OFX,BRC,2023-02-19 14:04:00,2023-02-19 23:04:00,2023-02-19 14:04:00,2023-02-19 23:04:00,On Time,2022-02-02,2022-06-01
FL00713,LH4894,AC0004,JEE,NRQ,2023-02-05 20:37:00,2023-02-06 05:37:00,2023-02-05 20:37:00,2023-02-06 05:37:00,On Time,2021-12-21,2022-05-30
FL00714,AA692,AC0048,EXJ,MHM,2023-07-21 04:54:00,2023-07-21 07:54:00,2023-07-21 04:54:00,2023-07-21 07:54:00,On Time,2021-04-13,2022-02-28
FL00715,LH8104,AC0003,NRQ,JMW,2023-03-03 20:45:00,2023-03-04 03:45:00,2023-03-03 20:45:00,2023-03-04 03:45:00,On Time,2022-04-09,2022-06-21
FL00716,DL4453,AC0021,IPW,WUE,2023-09-07 01:04:00,2023-09-07 09:04:00,,,Cancelled,2022-01-14,2022-08-30
FL00717,LH7297,AC0012,EGA,SYI,2023-04-14 12:49:00,2023-04-14 18:49:00,2023-04-14 12:49:00,2023-04-14 18:49:00,Delayed,2020-11-20,2022-02-24
FL00718,UA8860,AC0049,MZY,MCQ,2023-07-30 18:44:00,2023-07-30 22:44:00,2023-07-30 18:44:00,2023-07-30 22:44:00,Delayed,2021-05-26,2022-05-06
FL00719,UA2651,AC0023,CZS,AGZ,2023-10-05 16:52:00,2023-10-06 03:52:00,2023-10-05 16:52:00,2023-10-06 03:52:00,Delayed,2022-04-23,2022-07-28
FL00720,DL6679,AC0008,YXX,GIS,2023-11-05 00:46:00,2023-11-05 02:46:00,2023-11-05 00:46:00,2023-11-05 02:46:00,On Time,2021-08-26,2022-04-01
FL00721,AA7045,AC0049,SYI,JEE,2023-07-24 19:15:00,2023-07-25 02:15:00,2023-07-24 19:15:00,2023-07-25 02:15:00,Delayed,2022-04-05,2022-03-02
FL00722,DL2785,AC0012,DZJ,EGA,2023-07-05 19:15:00,2023-07-06 07:15:00,2023-07-05 19:15:00,2023-07-06 07:15:00,On Time,2020-03-23,2022-01-18
FL00723,UA6228,AC0003,YLS,BHO,2023-03-17 05:17:00,2023-03-17 15:17:00,2023-03-17 05:17:00,2023-03-17 15:17:00,Delayed,2020-05-12,2022-12-21
FL00724,UA8942,AC0011,MZY,BRC,2023-01-14 01:21:00,2023-01-14 05:21:00,2023-01-14 01:21:00,2023-01-14 05:21:00,On Time,2021-03-16,2022-11-29
FL00725,UA9939,AC0005,RYZ,CZS,2023-03-14 12:33:00,2023-03-14 19:33:00,2023-03-14 12:33:00,2023-03-14 19:33:00,Delayed,2022-09-10,2022-08-10
FL00726,AA8941,AC0030,INO,NPC,2023-09-10 05:42:00,2023-09-10 07:42:00,2023-09-10 05:42:00,2023-09-10 07:42:00,On Time,2022-07-31,2022-06-13
FL00727,UA716,AC0019,MKO,ZBQ,2023-10-13 14:47:00,2023-10-14 02:47:00,2023-10-13 14:47:00,2023-10-14 02:47:00,On Time,2020-04-23,2022-06-17
FL00728,LH5434,AC0025,YLS,WUE,2023-12-06 18:58:00,2023-12-06 22:58:00,2023-12-06 18:58:00,2023-12-06 22:58:00,On Time,2021-07-01,2022-07-28
FL00729,LH4152,AC0014,HZP,PFA,2023-11-14 02:19:00,2023-11-14 09:19:00,2023-11-14 02:19:00,2023-11-14 09:19:00,Delayed,2020-01-23,2022-02-20
FL00730,LH5163,AC0022,LTH,VXN,2023-04-21 00:24:00,2023-04-21 09:24:00,2023-04-21 00:24:00,2023-04-21 09:24:00,Delayed,2021-12-11,2022-03-07
FL00731,AA1347,AC0017,XIL,UPD,2023-11-21 11:28:00,2023-11-21 20:28:00,2023-11-21 11:28:00,2023-11-21 20:28:00,On Time,2021-12-06,2022-11-21
FL00732,LH1083,AC0025,VXN,FJK,2023-05-12 11:33:00,2023-05-12 13:33:00,,,Cancelled,2022-01-30,2022-10-06
FL00733,LH6589,AC0036,XIL,INO,2023-05-07 00:24:00,2023-05-07 07:24:00,2023-05-07 00:24:00,2023-05-07 07:24:00,Delayed,2021-09-21,2022-09-01
FL00734,BA8261,AC0050,XIL,MKO,2023-09-09 16:13:00,2023-09-09 23:13:00,2023-09-09 16:13:00,2023-09-09 23:13:00,Delayed,2020-03-05,2022-11-21
FL00735,BA5992,AC0044,YZY,VKZ,2023-11-11 21:34:00,2023-11-12 08:34:00,,,Cancelled,2021-09-24,2022-06-12
FL00736,UA464,AC0016,VKZ,MKO,2023-05-31 12:38:00,2023-05-31 13:38:00,2023-05-31 12:38:00,2023-05-31 13:38:00,Delayed,2022-11-08,2022-12-31
FL00737,DL854,AC0039,MZY,MKO,2023-11-05 17:43:00,2023-11-05 23:43:00,2023-11-05 17:43:00,2023-11-05 23:43:00,On Time,2021-09-01,2022-07-06
FL00738,UA348,AC0048,NRQ,PFA,2023-01-28 21:17:00,2023-01-29 09:17:00,2023-01-28 21:17:00,2023-01-29 09:17:00,Delayed,2022-09-27,2022-04-10
FL00739,BA9239,AC0019,VRJ,PFA,2023-12-30 09:47:00,2023-12-30 15:47:00,2023-12-30 09:47:00,2023-12-30 15:47:00,On Time,2021-07-12,2022-06-19
FL00740,AA2013,AC0037,BRC,AGZ,2023-01-22 11:17:00,2023-01-22 21:17:00,2023-01-22 11:17:00,2023-01-22 21:17:00,On Time,2021-12-07,2022-01-05
FL00741,LH2192,AC0050,GIS,OFX,2023-06-16 15:09:00,2023-06-16 21:09:00,2023-06-16 15:09:00,2023-06-16 21:09:00,On Time,2022-05-24,2022-07-31
FL00742,BA8421,AC0010,GUE,GIS,2023-05-20 09:45:00,2023-05-20 17:45:00,2023-05-20 09:45:00,2023-05-20 17:45:00,Delayed,2022-06-13,2022-03-26
FL00743,BA2605,AC0029,YWA,INO,2023-02-13 20:55:00,2023-02-14 02:55:00,,,Cancelled,2020-03-13,2022-08-19
FL00744,DL1863,AC0037,XYK,EGA,2023-11-26 06:43:00,2023-11-26 15:43:00,2023-11-26 06:43:00,2023-11-26 15:43:00,Delayed,2022-01-04,2022-11-29
FL00745,DL8026,AC0007,INO,GUE,2023-03-02 08:13:00,2023-03-02 18:13:00,2023-03-02 08:13:00,2023-03-02 18:13:00,On Time,2021-03-22,2022-10-20
FL00746,BA3478,AC0006,TJS,FWE,2023-07-09 16:23:00,2023-07-09 17:23:00,2023-07-09 16:23:00,2023-07-09 17:23:00,Delayed,2022-01-09,2022-11-27
FL00747,AA2717,AC0003,NRQ,MHM,2023-05-24 10:11:00,2023-05-24 21:11:00,2023-05-24 10:11:00,2023-05-24 21:11:00,On Time,2021-06-25,2022-09-03
FL00748,LH6241,AC0027,NAN,MZY,2023-02-18 03:25:00,2023-02-18 13:25:00,2023-02-18 03:25:00,2023-02-18 13:25:00,On Time,2021-09-10,2022-05-10
FL00749,DL8229,AC0042,JMW,EGA,2023-02-27 20:26:00,2023-02-28 03:26:00,2023-02-27 20:26:00,2023-02-28 03:26:00,On Time,2020-12-20,2022-07-12
FL00750,UA9260,AC0031,XIL,VRJ,2023-05-11 17:42:00,2023-05-12 02:42:00,2023-05-11 17:42:00,2023-05-12 02:42:00,Delayed,2022-04-12,2022-02-27
FL00751,UA1106,AC0033,MHM,XYK,2023-03-28 11:42:00,2023-03-28 14:42:00,,,Cancelled,2021-12-26,2022-03-19
FL00752,LH4149,AC0043,LTH,PFA,2023-12-03 15:34:00,2023-12-03 22:34:00,2023-12-03 15:34:00,2023-12-03 22:34:00,On Time,2020-01-09,2022-01-18
FL00753,UA1755,AC0038,YZY,XYK,2023-09-27 05:33:00,2023-09-27 08:33:00,2023-09-27 05:33:00,2023-09-27 08:33:00,On Time,2020-10-31,2022-12-25
FL00754,DL9276,AC0014,AGZ,MKO,2023-10-07 10:55:00,2023-10-07 20:55:00,,,Cancelled,2021-09-28,2022-03-26
FL00755,DL1871,AC0023,VXN,VKZ,2023-02-21 16:40:00,2023-02-22 04:40:00,2023-02-21 16:40:00,2023-02-22 04:40:00,On Time,2022-11-06,2022-12-15
FL00756,AA3978,AC0050,JMW,XIL,2023-07-17 13:55:00,2023-07-17 15:55:00,2023-07-17 13:55:00,2023-07-17 15:55:00,Delayed,2022-06-05,2022-03-23
FL00757,AA8275,AC0041,LTH,MKO,2023-11-03 18:08:00,2023-11-03 19:08:00,2023-11-03 18:08:00,2023-11-03 19:08:00,On Time,2020-09-05,2022-01-10
FL00758,DL1870,AC0032,UIA,OFX,2023-12-29 06:22:00,2023-12-29 11:22:00,2023-12-29 06:22:00,2023-12-29 11:22:00,Delayed,2020-08-30,2022-02-24
FL00759,UA1254,AC0013,EGA,MHM,2023-01-30 23:41:00,2023-01-31 09:41:00,2023-01-30 23:41:00,2023-01-31 09:41:00,On Time,2022-03-20,2022-04-24
FL00760,DL4267,AC0007,BRC,GIS,2023-12-28 20:15:00,2023-12-29 06:15:00,2023-12-28 20:15:00,2023-12-29 06:15:00,On Time,2020-07-20,2022-07-13
FL00761,UA3179,AC0040,SYI,EXJ,2023-05-14 09:09:00,2023-05-14 16:09:00,2023-05-14 09:09:00,2023-05-14 16:09:00,Delayed,2020-01-24,2022-04-27
FL00762,AA208,AC0040,AGZ,INO,2023-07-03 03:29:00,2023-07-03 04:29:00,2023-07-03 03:29:00,2023-07-03 04:29:00,Delayed,2020-11-19,2022-04-06
